Tree ID,Tag No,Plot,Subplot,Family,Species,Tree Notes,WD,DBH0_05,DBH1_05,DBH2_05,DBH3_05,DBH4_05,DBH0_09,DBH1_09,DBH2_09,DBH3_09,DBH4_09,DBH0_13,DBH1_13,DBH2_13,DBH3_13,DBH4_13,Census Notes
389001,3665,6,3,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,133,133,133,133,133,131,131,131,131,131,152,152,152,152,152,
389002,3666,6,3,Bignoniaceae,Fernandoa adolfi-friderici,,0.539704762,237,237,237,237,237,234,234,234,234,234,236,236,236,236,236,
389003,3667,6,0,Olacaceae,Strombosiopsis tetrandra,,0.663,119,119,119,119,119,131,131,131,131,131,0,0,0,0,0,
389004,3668,6,3,Annonaceae,Greenwayodendron suaveolens,,0.498461361,140,140,140,140,140,147,147,147,147,147,153,153,153,153,153,
389005,3671,6,3,Meliaceae,Entandrophragma cylindricum,,0.5715,214,214,214,214,214,215,215,215,215,215,208,208,208,208,208,
389006,3672,6,3,Fabaceae,Albizia indet,,0.55475,467,467,467,467,467,466,466,466,466,466,468,468,468,468,468,
389007,3673,6,3,Sapotaceae,Chrysophyllum perpulchrum,,0.7112,173,173,173,173,173,174,174,174,174,174,169,169,169,169,169,
389008,3674,6,3,Fabaceae,Angylocalyx pynaertii,,0.678842191,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,
389009,3676,6,2,Sapindaceae,Lecaniodiscus cupanioides,,0.661607143,473,473,473,473,473,477,477,477,477,477,472,472,472,472,472,
389010,3677,6,2,Clusiaceae,Garcinia punctata,,0.824,114,114,114,114,114,129,129,129,129,129,143,143,143,143,143,
389011,3678,6,2,Malvaceae,Cola lateritia,,0.507,113,113,113,113,113,113,113,113,113,113,112,112,112,112,112,Broken at about 5m
389012,3679,6,2,Ebenaceae,Diospyros iturensis,,0.828845238,157,157,157,157,157,159,159,159,159,159,158,158,158,158,158,
389013,3680,6,2,Annonaceae,Greenwayodendron suaveolens,,0.498461361,195,195,195,195,195,214,214,214,214,214,230,230,230,230,230,
389014,3681,6,2,Fabaceae,Angylocalyx pynaertii,,0.678842191,782,782,782,782,782,787,787,787,787,787,752,752,752,752,752,
389015,3682,6,2,Annonaceae,Greenwayodendron suaveolens,,0.498461361,116,116,116,116,116,122,122,122,122,122,133,133,133,133,133,
389016,3683,6,1,Annonaceae,Greenwayodendron suaveolens,,0.498461361,244,244,244,244,244,266,266,266,266,266,286,286,286,286,286,
389017,3684,6,0,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,112,112,112,112,112,114,114,114,114,114,0,0,0,0,0,
389018,3685,6,1,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,127,127,127,127,127,129,129,129,129,129,119,119,119,119,119,
389019,3686,6,1,Malvaceae,Duboscia viridiflora,,0.474369071,1225,1225,1225,1225,1225,1246,1246,1246,1246,1246,1075,1075,1075,1075,1075,One measurement; irregular bole
389020,3701,6,12,Malvaceae,Cola lateritia,,0.507,163,163,163,163,163,174,174,174,174,174,182,182,182,182,182,
389021,3702,6,12,Meliaceae,Trichilia welwitschii,,0.52025,242,242,242,242,242,250,250,250,250,250,260,260,260,260,260,
389022,3703,6,12,Annonaceae,Xylopia chrysophylla,,0.59682,370,370,370,370,370,370,370,370,370,370,328,328,328,328,328,
389023,3704,6,12,Clusiaceae,Garcinia punctata,,0.824,258,258,258,258,258,276,276,276,276,276,295,295,295,295,295,
389024,3705,6,12,Euphorbiaceae,Grossera macrantha,,0.552291361,107,107,107,107,107,107,107,107,107,107,110,110,110,110,110,
389025,3707,6,12,Annonaceae,Isolona hexaloba,,0.498461361,252,252,252,252,252,261,261,261,261,261,222,222,222,222,222,
389026,3708,6,11,Malvaceae,Cola lateritia,,0.507,,195,195,195,195,209,209,209,209,209,295,295,295,295,295,
389027,3710,6,11,Olacaceae,Strombosia pustulata,,0.830285714,255,255,255,255,255,270,270,270,270,270,277,277,277,277,277,
389028,3711,6,11,Malvaceae,Cola lateritia,,0.507,138,138,138,138,138,140,140,140,140,140,148,148,148,148,148,
389029,3712,6,11,Sapindaceae,Lecaniodiscus cupanioides,,0.661607143,128,128,128,128,128,134,134,134,134,134,110,110,110,110,110,
389030,3713,6,11,Ebenaceae,Diospyros canaliculata,,0.828845238,150,150,150,150,150,153,153,153,153,153,155,155,155,155,155,
389031,3714,6,11,Meliaceae,Trichilia welwitschii,,0.52025,101,101,101,101,101,106,106,106,106,106,124,124,124,124,124,
389032,3715,6,11,Sapindaceae,Lychnodiscus dananensis,,0.661607143,121,121,121,121,121,121,121,121,121,121,124,124,124,124,124,
389033,3716,6,0,Euphorbiaceae,Grossera macrantha,,0.552291361,188,188,188,188,188,199,199,199,199,199,0,0,0,0,0,
389034,3717,6,2,Sapindaceae,Blighia welwitschii,,0.78575,104,104,104,104,104,104,104,104,104,104,105,105,105,105,105,
389035,3718,6,10,Meliaceae,Guarea cedrata,,0.509933333,444,444,444,444,444,454,454,454,454,454,454,454,454,454,454,
389036,3719,6,10,Anacardiaceae,Lannea welwitschii,var. welwitschii,0.405333333,141,141,141,141,141,164,164,164,164,164,154,154,154,154,154,
389037,3720,6,10,Fabaceae,Erythrophleum suaveolens,,0.8726,1168,1168,1168,1168,1168,1185,1185,1185,1185,1185,1145,1145,1145,1145,1145,
389038,3721,6,10,Sapindaceae,Lecaniodiscus cupanioides,,0.661607143,120,120,120,120,120,122,122,122,122,122,121,121,121,121,121,
389039,3722,6,10,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,,109,109,109,109,109,109,109,109,109,107,107,107,107,107,
389040,3723,6,10,Malvaceae,Cola lateritia,,0.507,119,119,119,119,119,121,121,121,121,121,124,124,124,124,124,
389041,3724,6,10,Olacaceae,Strombosia nigropunctata,,0.827392857,188,188,188,188,188,189,189,189,189,189,189,189,189,189,189,
389042,3725,6,10,Sapindaceae,Lecaniodiscus cupanioides,,0.661607143,419,419,419,419,419,421,421,421,421,421,419,419,419,419,419,
389043,3726,6,0,Olacaceae,Strombosia nigropunctata,,0.827392857,109,109,109,109,109,108,108,108,108,108,0,0,0,0,0,
389044,3727,6,10,Euphorbiaceae,Grossera macrantha,,0.552291361,182,182,182,182,182,185,185,185,185,185,173,173,173,173,173,
389045,3728,6,10,Meliaceae,Trichilia prieuriana,ssp. vermoesenii,0.663,119,119,119,119,119,123,123,123,123,123,122,122,122,122,122,
389046,3729,6,9,Annonaceae,Greenwayodendron suaveolens,,0.498461361,165,165,165,165,165,187,187,187,187,187,209,209,209,209,209,
389047,3730,6,9,Meliaceae,Carapa procera,,0.6042,201,201,201,201,201,214,214,214,214,214,238,238,238,238,238,
389048,3731,6,9,Annonaceae,Anonidium mannii,,0.291,107,107,107,107,107,108,108,108,108,108,113,113,113,113,113,
389049,3733,6,9,Sapindaceae,Lecaniodiscus cupanioides,,0.661607143,,235,235,235,235,234,234,234,234,234,23.4,23.4,23.4,23.4,23.4,Broken at about 6m
389050,3734,6,9,Olacaceae,Strombosia nigropunctata,,0.827392857,120,120,120,120,120,127,127,127,127,127,137,137,137,137,137,
389051,3736,6,9,Meliaceae,Trichilia rubescens,,0.52025,167,167,167,167,167,186,186,186,186,186,161,161,161,161,161,
389052,3738,6,9,Sapindaceae,Lecaniodiscus cupanioides,,0.661607143,334,334,334,334,334,334,334,334,334,334,322,322,322,322,322,
389053,3739,6,0,Euphorbiaceae,Grossera macrantha,,0.552291361,208,208,208,208,208,208,208,208,208,208,0,0,0,0,0,
389054,3741,6,8,Urticaceae,Myrianthus arboreus,,0.43,704,704,704,704,704,721,721,721,721,721,736,736,736,736,736,
389055,3742,6,8,Euphorbiaceae,Grossera macrantha,,0.552291361,101,101,101,101,101,102,102,102,102,102,0,0,0,0,0,
389056,3743,6,8,Malvaceae,Grewia oligoneura,,0.415,347,347,347,347,347,358,358,358,358,358,321,321,321,321,321,
389057,3744,6,8,Sapindaceae,Radlkofera calodendron,,0.661607143,195,195,195,195,195,197,197,197,197,197,20.1,20.1,20.1,20.1,20.1,
389058,3745,6,8,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,108,108,108,108,108,108,108,108,108,108,109,109,109,109,109,
389059,3746,6,0,Euphorbiaceae,Tetrorchidium didymostemon,,0.439,110,110,110,110,110,158,158,158,158,158,0,0,0,0,0,
389060,3747,6,8,Rhamnaceae,Maesopsis eminii,,0.398,158,158,158,158,158,190,190,190,190,190,213,213,213,213,213,
389061,3748,6,7,Achariaceae,Caloncoba welwitschii,,0.558875,135,135,135,135,135,153,153,153,153,153,175,175,175,175,175,
389062,3749,6,1,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,128,128,128,128,128,126,126,126,126,126,115,115,115,115,115,
389063,3750,6,7,Burseraceae,Canarium schweinfurthii,,0.4089375,244,244,244,244,244,272,272,272,272,272,304,304,304,304,304,
389064,3751,6,7,Euphorbiaceae,Macaranga spinosa,,0.41525,169,169,169,169,169,168,168,168,168,168,161,161,161,161,161,
389065,3752,6,7,Euphorbiaceae,Macaranga spinosa,,0.41525,393,393,393,393,393,459,459,459,459,459,460,460,460,460,460,
389066,3753,6,7,Fabaceae,Pterocarpus soyauxii,,0.657785714,,1275,1275,1275,1275,,1292,1292,1292,1292,1054,1054,1054,1054,1054,
389067,3754,6,7,Fabaceae,Dialium pachyphyllum,,0.9225,155,155,155,155,155,156,156,156,156,156,153,153,153,153,153,
389068,3755,6,0,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0,
389069,3756,6,7,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,102,102,102,102,102,106,106,106,106,106,102,102,102,102,102,
389070,3757,6,6,Rubiaceae,Leptactina involucrata,,0.680970366,137,137,137,137,137,163,163,163,163,163,15.5,15.5,15.5,15.5,15.5,
389071,3758,6,6,Euphorbiaceae,Macaranga spinosa,,0.41525,176,176,176,176,176,173,173,173,173,173,0,0,0,0,0,
389072,3759,6,0,Euphorbiaceae,Macaranga spinosa,,0.41525,176,176,176,176,176,175,175,175,175,175,0,0,0,0,0,
389073,3760,6,0,Euphorbiaceae,Macaranga barteri,,0.41525,175,175,175,175,175,,192,192,192,192,0,0,0,0,0,
389074,3761,6,6,Euphorbiaceae,Macaranga spinosa,,0.41525,148,148,148,148,148,167,167,167,167,167,163,163,163,163,163,
389075,3762,6,6,Annonaceae,Xylopia phloiodora,,0.59682,270,270,270,270,270,283,283,283,283,283,213,213,213,213,213,
389076,3763,6,6,Euphorbiaceae,Macaranga spinosa,,0.41525,271,271,271,271,271,294,294,294,294,294,342,342,342,342,342,
389077,3764,6,3,Malvaceae,Cola lateritia,,0.507,194,194,194,194,194,192,192,192,192,192,193,193,193,193,193,
389078,3765,6,6,Euphorbiaceae,Macaranga spinosa,,0.41525,154,154,154,154,154,159,159,159,159,159,158,158,158,158,158,
389079,3766,6,6,Euphorbiaceae,Macaranga spinosa,,0.41525,200,200,200,200,200,258,258,258,258,258,291,291,291,291,291,
389080,3767,6,6,Meliaceae,Carapa procera,,0.6042,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,
389081,3768,6,6,Euphorbiaceae,Macaranga spinosa,,0.41525,238,238,238,238,238,265,265,265,265,265,258,258,258,258,258,
389082,3769,6,6,Meliaceae,Guarea thompsonii,,0.551888889,104,104,104,104,104,119,119,119,119,119,135,135,135,135,135,
389083,3770,6,6,Fabaceae,Erythrophleum suaveolens,,0.8726,744,744,744,744,744,764,764,764,764,764,744,744,744,744,744,
389084,3771,6,6,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,169,169,169,169,169,166,166,166,166,166,166,166,166,166,166,
389085,3772,6,6,Annonaceae,Greenwayodendron suaveolens,,0.498461361,301,301,301,301,301,302,302,302,302,302,300,300,300,300,300,
389086,3773,6,6,Rubiaceae,Pausinystalia macroceras,,0.588,173,173,173,173,173,192,192,192,192,192,203,203,203,203,203,
389087,3775,6,6,Euphorbiaceae,Macaranga spinosa,,0.41525,226,226,226,226,226,255,255,255,255,255,302,302,302,302,302,
389088,3776,6,7,Fabaceae,Erythrophleum suaveolens,,0.8726,568,568,568,568,568,567,567,567,567,567,557,557,557,557,557,
389089,3779,6,0,Euphorbiaceae,Dichostemma indet,glaucescens?,0.552291361,104,104,104,104,104,0,0,0,0,0,0,0,0,0,0,
389090,3780,6,7,Malvaceae,Nesogordonia kabingaensis,,0.68125,222,222,222,222,222,223,223,223,223,223,227,227,227,227,227,
389091,3782,6,7,Euphorbiaceae,Grossera macrantha,,0.552291361,137,137,137,137,137,148,148,148,148,148,150,150,150,150,150,
389092,3783,6,7,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,150,150,150,150,150,150,150,150,150,150,149,149,149,149,149,
389093,3784,6,8,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,116,116,116,116,116,115,115,115,115,115,117,117,117,117,117,
389094,3785,6,0,Indet,Indet indet,,0.616243132,163,163,163,163,163,0,0,0,0,0,0,0,0,0,0,
389095,3786,6,8,Euphorbiaceae,Macaranga monandra,,0.41525,236,236,236,236,236,297,297,297,297,297,324,324,324,324,324,
389096,3787,6,8,Olacaceae,Strombosia nigropunctata,,0.827392857,103,103,103,103,103,103,103,103,103,103,105,105,105,105,105,
389097,3788,6,8,Euphorbiaceae,Macaranga spinosa,,0.41525,245,245,245,245,245,267,267,267,267,267,246,246,246,246,246,
389098,3789,6,8,Euphorbiaceae,Macaranga spinosa,,0.41525,157,157,157,157,157,163,163,163,163,163,181,181,181,181,181,
389099,3790,6,8,Euphorbiaceae,Macaranga spinosa,,0.41525,207,207,207,207,207,250,250,250,250,250,308,308,308,308,308,
389100,3791,6,9,Annonaceae,Cleistopholis patens,,0.3355,424,424,424,424,424,441,441,441,441,441,376,376,376,376,376,
389101,3792,6,9,Olacaceae,Strombosiopsis tetrandra,,0.663,283,283,283,283,283,308,308,308,308,308,309,309,309,309,309,
389102,3793,6,9,Meliaceae,Carapa procera,,0.6042,113,113,113,113,113,112,112,112,112,112,114,114,114,114,114,
389103,3794,6,9,Olacaceae,Strombosia pustulata,,0.830285714,279,279,279,279,279,280,280,280,280,280,285,285,285,285,285,
389104,3795,6,9,Rubiaceae,Pausinystalia macroceras,,0.588,133,133,133,133,133,149,149,149,149,149,160,160,160,160,160,
389105,3796,6,9,Salicaceae,Casearia barteri,,0.508,178,178,178,178,178,185,185,185,185,185,194,194,194,194,194,
389106,3797,6,9,Sapindaceae,Lecaniodiscus cupanioides,,0.661607143,150,150,150,150,150,162,162,162,162,162,164,164,164,164,164,
389107,3798,6,10,Fabaceae,Dialium pachyphyllum,,0.9225,112,112,112,112,112,123,123,123,123,123,157,157,157,157,157,
389108,3799,6,10,Fabaceae,Anthonotha macrophylla,,0.841666667,105,105,105,105,105,105,105,105,105,105,106,106,106,106,106,
389109,3800,6,10,Euphorbiaceae,Grossera macrantha,,0.552291361,122,122,122,122,122,126,126,126,126,126,119,119,119,119,119,
389110,3379,6,23,Cannabaceae,Celtis adolfi-friderici,,0.616166667,212,212,212,212,212,210,210,210,210,210,19.3,19.3,19.3,19.3,19.3,
389111,3384,6,23,Verbenaceae,Vitex welwitschii,,0.44512,181,181,181,181,181,193,193,193,193,193,214,214,214,214,214,
389112,3386,6,24,Euphorbiaceae,Antidesma laciniatum,,0.552291361,103,103,103,103,103,124,124,124,124,124,142,142,142,142,142,Same base
389113,3386.1,6,24,Euphorbiaceae,Antidesma laciniatum,,0.552291361,118,118,118,118,118,124,124,124,124,124,123,123,123,123,123,Same base
389114,3386.2,6,24,Euphorbiaceae,Antidesma laciniatum,,0.552291361,0,0,0,0,0,0,0,0,0,0,103,103,103,103,103,Same base
389115,3391,6,25,Cannabaceae,Celtis adolfi-friderici,,0.616166667,460,460,460,460,460,485,485,485,485,485,481,481,481,481,481,
389116,3397,6,25,Cannabaceae,Celtis mildbraedii,,0.593833333,102,102,102,102,102,100,100,100,100,100,100,100,100,100,100,
389117,3403,6,0,Cannabaceae,Celtis mildbraedii,,0.593833333,121,121,121,121,121,122,122,122,122,122,0,0,0,0,0,
389118,3409,6,25,Putranjivaceae,Drypetes occidentalis,,0.732666667,347,347,347,347,347,350,350,350,350,350,316,316,316,316,316,
389119,3420,6,23,Achariaceae,Lindackeria dentata,,0.551416667,107,107,107,107,107,107,107,107,107,107,11,11,11,11,11,
389120,3423,6,23,Putranjivaceae,Drypetes occidentalis,,0.732666667,100,100,100,100,100,102,102,102,102,102,101,101,101,101,101,
389121,3426,6,22,Euphorbiaceae,Keayodendron bridelioides,,0.552291361,129,129,129,129,129,132,132,132,132,132,139,139,139,139,139,
389122,3437,6,21,Cannabaceae,Celtis adolfi-friderici,,0.616166667,173,173,173,173,173,178,178,178,178,178,181,181,181,181,181,
389123,3446,6,21,Euphorbiaceae,Keayodendron bridelioides,,0.552291361,254,254,254,254,254,254,254,254,254,254,256,256,256,256,256,Broken at about 5m
389124,3460,6,20,Verbenaceae,Vitex welwitschii,,0.44512,392,392,392,392,392,402,402,402,402,402,363,363,363,363,363,
389125,3461,6,19,Acanthaceae,Thomandersia hensii,,0.616243132,102,102,102,102,102,105,105,105,105,105,106,106,106,106,106,
389126,3466,6,19,Achariaceae,Camptostylus mannii,,0.551416667,208,208,208,208,208,211,211,211,211,211,200,200,200,200,200,
389127,3479,6,17,Cannabaceae,Celtis adolfi-friderici,,0.616166667,135,135,135,135,135,142,142,142,142,142,150,150,150,150,150,
389128,3481,6,25,Cannabaceae,Celtis mildbraedii,,0.593833333,1010,1010,1010,1010,1010,1065,1065,1065,1065,1065,1007,1007,1007,1007,1007,One measurement; high buttresses
389129,3498,6,0,Irvingiaceae,Klainedoxa gabonensis,,0.925583333,303,303,303,303,303,359,359,359,359,359,0,0,0,0,0,
389130,3506,6,18,Acanthaceae,Thomandersia hensii,,0.616243132,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,
389131,3514,6,19,Acanthaceae,Thomandersia hensii,,0.616243132,112,112,112,112,112,115,115,115,115,115,119,119,119,119,119,
389132,3516,6,20,Cannabaceae,Celtis adolfi-friderici,,0.616166667,301,301,301,301,301,296,296,296,296,296,285,285,285,285,285,
389133,3525,6,11,Cannabaceae,Celtis adolfi-friderici,,0.616166667,162,162,162,162,162,177,177,177,177,177,208,208,208,208,208,
389134,3526,6,11,Putranjivaceae,Drypetes occidentalis,,0.732666667,154,154,154,154,154,211,211,211,211,211,213,213,213,213,213,
389135,3538,6,13,Cannabaceae,Celtis mildbraedii,,0.593833333,205,205,205,205,205,210,210,210,210,210,213,213,213,213,213,
389136,3541,6,13,Putranjivaceae,Drypetes occidentalis,,0.732666667,226,226,226,226,226,230,230,230,230,230,230,230,230,230,230,
389137,3551,6,14,Cannabaceae,Celtis adolfi-friderici,,0.616166667,106,106,106,106,106,115,115,115,115,115,0,0,0,0,0,
389138,3559,6,13,Cannabaceae,Celtis adolfi-friderici,,0.616166667,164,164,164,164,164,178,178,178,178,178,196,196,196,196,196,
389139,3563,6,14,Cannabaceae,Celtis mildbraedii,,0.593833333,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
389140,3567,6,15,Cannabaceae,Celtis mildbraedii,,0.593833333,170,170,170,170,170,172,172,172,172,172,174,174,174,174,174,
389141,3568,6,13,Cannabaceae,Celtis mildbraedii,,0.593833333,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,
389142,3593,6,13,Putranjivaceae,Drypetes occidentalis,,0.732666667,114,114,114,114,114,124,124,124,124,124,120,120,120,120,120,
389143,3595,6,13,Cannabaceae,Celtis adolfi-friderici,,0.616166667,148,148,148,148,148,150,150,150,150,150,154,154,154,154,154,
389144,3597,6,13,Cannabaceae,Celtis adolfi-friderici,,0.616166667,265,265,265,265,265,269,269,269,269,269,272,272,272,272,272,
389145,3600,6,13,Putranjivaceae,Drypetes indet,sp._B_(Harris_&_Wortley_2008),0.732666667,196,196,196,196,196,209,209,209,209,209,214,214,214,214,214,
389146,3605,6,10,Cannabaceae,Celtis mildbraedii,,0.593833333,213,213,213,213,213,213,213,213,213,213,211,211,211,211,211,
389147,3619,6,1,Putranjivaceae,Drypetes polyantha,,0.732666667,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
389148,3629,6,2,Cannabaceae,Celtis mildbraedii,,0.593833333,128,128,128,128,128,134,134,134,134,134,146,146,146,146,146,
389149,3630,6,2,Putranjivaceae,Drypetes indet,sp._B_(Harris_&_Wortley_2008),0.732666667,136,136,136,136,136,137,137,137,137,137,136,136,136,136,136,
389150,3631,6,2,Euphorbiaceae,Keayodendron bridelioides,,0.552291361,187,187,187,187,187,191,191,191,191,191,196,196,196,196,196,
389151,3632,6,2,Euphorbiaceae,Keayodendron bridelioides,,0.552291361,213,213,213,213,213,246,246,246,246,246,239,239,239,239,239,
389152,3633,6,2,Cannabaceae,Celtis adolfi-friderici,,0.616166667,117,117,117,117,117,122,122,122,122,122,112,112,112,112,112,
389153,3645,6,4,Cannabaceae,Celtis mildbraedii,,0.593833333,144,144,144,144,144,147,147,147,147,147,148,148,148,148,148,
389154,3650,6,5,Cannabaceae,Celtis mildbraedii,,0.593833333,172,172,172,172,172,172,172,172,172,172,173,173,173,173,173,
389155,3651,6,5,Putranjivaceae,Drypetes occidentalis,,0.732666667,320,320,320,320,320,339,339,339,339,339,321,321,321,321,321,
389156,3655,6,5,Euphorbiaceae,Margaritaria discoidea,,0.7195,364,364,364,364,364,363,363,363,363,363,344,344,344,344,344,
389157,3658,6,4,Cannabaceae,Celtis mildbraedii,,0.593833333,167,167,167,167,167,176,176,176,176,176,169,169,169,169,169,
389158,3664,6,3,Euphorbiaceae,Antidesma laciniatum,,0.552291361,158,158,158,158,158,160,160,160,160,160,165,165,165,165,165,Broken at 6m
389159,3669,6,3,Putranjivaceae,Drypetes indet,sp._B_(Harris_&_Wortley_2008),0.732666667,117,117,117,117,117,116,116,116,116,116,117,117,117,117,117,
389160,3670,6,3,Cannabaceae,Celtis mildbraedii,,0.593833333,128,128,128,128,128,130,130,130,130,130,134,134,134,134,134,
389161,3675,6,2,Euphorbiaceae,Keayodendron bridelioides,,0.552291361,107,107,107,107,107,107,107,107,107,107,109,109,109,109,109,
389162,3706,6,12,Putranjivaceae,Drypetes polyantha,,0.732666667,102,102,102,102,102,104,104,104,104,104,104,104,104,104,104,
389163,3709,6,11,Cannabaceae,Celtis mildbraedii,,0.593833333,117,117,117,117,117,121,121,121,121,121,121,121,121,121,121,
389164,3732,6,9,Achariaceae,Camptostylus mannii,,0.551416667,191,191,191,191,191,200,200,200,200,200,0,0,0,0,0,
389165,3735,6,9,Acanthaceae,Thomandersia hensii,,0.616243132,126,126,126,126,126,126,126,126,126,126,108,108,108,108,108,Same Tree
389166,3735.1,6,9,Acanthaceae,Thomandersia hensii,,0.616243132,117,117,117,117,117,126,126,126,126,126,116,116,116,116,116,Same Tree
389167,3737,6,9,Euphorbiaceae,Keayodendron bridelioides,,0.552291361,303,303,303,303,303,302,302,302,302,302,305,305,305,305,305,
389168,3740,6,1,Cannabaceae,Celtis mildbraedii,,0.593833333,156,156,156,156,156,171,171,171,171,171,183,183,183,183,183,Broken at about 15m
389169,3774,6,6,Putranjivaceae,Drypetes occidentalis,,0.732666667,321,321,321,321,321,323,323,323,323,323,296,296,296,296,296,
389170,3777,6,7,Euphorbiaceae,Keayodendron bridelioides,,0.552291361,162,162,162,162,162,162,162,162,162,162,161,161,161,161,161,Broken at 4m
389171,3778,6,7,Putranjivaceae,Drypetes polyantha,,0.732666667,108,108,108,108,108,114,114,114,114,114,113,113,113,113,113,Broken at 6m
389172,3781,6,7,Acanthaceae,Thomandersia hensii,,0.616243132,102,102,102,102,102,105,105,105,105,105,120,120,120,120,120,
389174,11370,6,19,Indet,Indet indet,,0.616243132,,,,,,104,104,104,104,104,118,118,118,118,118,
389175,11371,6,9,Indet,Indet indet,,0.616243132,,,,,,113,113,113,113,113,120,120,120,120,120,
389176,11372,6,13,Indet,Indet indet,,0.616243132,,,,,,132,132,132,132,132,132,132,132,132,132,
389177,11373,6,24,Indet,Indet indet,,0.616243132,,,,,,115,115,115,115,115,113,113,113,113,113,
389178,11374,6,1,Indet,Indet indet,,0.616243132,,,,,,117,117,117,117,117,121,121,121,121,121,
389179,11375,6,24,Indet,Indet indet,,0.616243132,,,,,,100,100,100,100,100,104,104,104,104,104,
389180,11376,6,24,Indet,Indet indet,,0.616243132,,,,,,114,114,114,114,114,132,132,132,132,132,
389181,11377,6,24,Indet,Indet indet,,0.616243132,,,,,,148,148,148,148,148,0,0,0,0,0,
389182,11378,6,8,Indet,Indet indet,,0.616243132,,,,,,110,110,110,110,110,109,109,109,109,109,
389183,11379,6,14,Indet,Indet indet,,0.616243132,,,,,,133,133,133,133,133,164,164,164,164,164,
389184,11380,6,4,Indet,Indet indet,,0.616243132,,,,,,101,101,101,101,101,109,109,109,109,109,
389185,11381,6,5,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,,,,,,102,102,102,102,102,113,113,113,113,113,
389186,11382,6,0,Indet,Indet indet,,0.616243132,,,,,,117,117,117,117,117,0,0,0,0,0,
389187,11383,6,25,Indet,Indet indet,,0.616243132,,,,,,107,107,107,107,107,142,142,142,142,142,
389188,,6,1,Bignoniaceae,Fernandoa adolfi-friderici,,0.539704762,,,,,,,,,,,111,111,111,111,111,Broken at about 8 m
389189,,6,2,Annonaceae,Greenwayodendron suaveolens,,0.498461361,,,,,,,,,,,109,109,109,109,109,
389190,,6,2,Rubiaceae,Massularia acuminata,,0.680970366,,,,,,,,,,,100,100,100,100,100,
389191,,6,2,Sapotaceae,Chrysophyllum lacourtianum,,0.6305,,,,,,,,,,,113,113,113,113,113,
389192,,6,2,,Liana,,,,,,,,,,,,,0,0,0,0,0,Dlong=172; Dvert=134; Dmax=223
389193,,6,3,Cannabaceae,Celtis mildbraedii,,0.593833333,,,,,,,,,,,102,102,102,102,102,
389194,,6,4,Euphorbiaceae,Macaranga spinosa,,0.41525,,,,,,,,,,,175,175,175,175,175,
389195,,6,4,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,,,,,,,,,,,105,105,105,105,105,
389196,,6,4,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,,,,,,,,,,,114,114,114,114,114,
389197,,6,6,Euphorbiaceae,Dichostemma glaucescens,,0.552291361,,,,,,,,,,,104,104,104,104,104,
389198,,6,7,Euphorbiaceae,Macaranga spinosa,,0.41525,,,,,,,,,,,110,110,110,110,110,
389199,,6,7,Fabaceae,Angylocalyx pynaertii,,0.678842191,,,,,,,,,,,115,115,115,115,115,
389200,,6,7,Rutaceae,Zanthoxylum gilletii,,0.686090909,,,,,,,,,,,109,109,109,109,109,
389201,,6,9,Sapotaceae,Chrysophyllum perpulchrum,,0.7112,,,,,,,,,,,116,116,116,116,116,
389202,,6,10,Bignoniaceae,Fernandoa adolfi-friderici,,0.539704762,,,,,,,,,,,112,112,112,112,112,
389203,,6,1,Achariaceae,Camptostylus mannii,,0.551416667,,,,,,,,,,,114,114,114,114,114,
389204,,6,10,Fabaceae,Dialium pachyphyllum,,0.9225,,,,,,,,,,,114,114,114,114,114,
389205,,6,10,,Liana,,,,,,,,,,,,,0,0,0,0,0,Dlong=151; Dvert=150; Dmax=174
389206,,6,10,,Liana,,,,,,,,,,,,,0,0,0,0,0,Dlong=Dvert=129; Dmax=144
389207,,6,11,Meliaceae,Indet indet,,0.556731978,,,,,,,,,,,116,116,116,116,116,
389208,,6,11,Thomandersiaceae,Thomandersia hensii,,0.616243132,,,,,,,,,,,126,126,126,126,126,POM to be changed
389209,,6,13,Euphorbiaceae,Duvigneaudia inopinata,,0.552291361,,,,,,,,,,,118,118,118,118,118,
